api_fullname;api_lib_id;lib_name;query;query_rank;didactic;loc;tokens;tokens_density;comments;comments_ratio;readability;reusability;api_count;api_ratio;cosine_sim;soft_cosine_sim
org.springframework.validation.BindingResult.hasFieldErrors;6;SpringFramework;BindingResult hasFieldErrors;8;0;18;59;3.28;0;0.0;0.22;0.75;4;0.07;0.22;0.23
org.springframework.validation.BindingResult.hasFieldErrors;7;SpringFramework;BindingResult hasFieldErrors;2;0;15;68;4.53;2;0.13;0.08;0.7;5;0.07;0.27;0.26
org.springframework.validation.BindingResult.hasFieldErrors;8;SpringFramework;BindingResult hasFieldErrors;10;0;23;110;4.78;0;0.0;0.31;0.8;2;0.02;0.07;0.06
org.springframework.validation.BindingResult.hasFieldErrors;9;SpringFramework;BindingResult hasFieldErrors;3;0;13;71;5.46;0;0.0;0.34;1.0;4;0.06;0.21;0.19
org.springframework.validation.BindingResult.hasFieldErrors;10;SpringFramework;BindingResult hasFieldErrors;4;0;50;201;4.02;2;0.04;0.20;0.4;2;0.01;0.04;0.04
org.springframework.validation.BindingResult.reject;1;SpringFramework;BindingResult reject;10;1;7;25;3.57;0;0.0;0.66;0.83;2;0.08;0.25;0.24
org.springframework.validation.BindingResult.reject;2;SpringFramework;BindingResult reject;5;1;23;112;4.87;4;0.17;0.24;0.82;4;0.04;0.15;0.14
org.springframework.validation.BindingResult.reject;3;SpringFramework;BindingResult reject;2;1;31;162;5.23;5;0.16;0.30;0.8;5;0.03;0.15;0.14
org.springframework.validation.BindingResult.reject;4;SpringFramework;BindingResult reject;1;1;17;65;3.82;0;0.0;0.40;0.67;7;0.11;0.41;0.39
org.springframework.validation.BindingResult.reject;5;SpringFramework;BindingResult reject;3;1;13;38;2.92;0;0.0;0.52;0.83;5;0.13;0.42;0.45
org.springframework.validation.BindingResult.reject;6;SpringFramework;BindingResult reject;8;0;23;78;3.39;0;0.0;0.15;0.8;2;0.03;0.1;0.1
org.springframework.validation.BindingResult.reject;7;SpringFramework;BindingResult reject;6;0;29;105;3.62;0;0.0;0.45;1.0;2;0.02;0.07;0.07
org.springframework.validation.BindingResult.reject;8;SpringFramework;BindingResult reject;7;0;28;113;4.04;0;0.0;0.07;0.78;3;0.03;0.09;0.1
org.springframework.validation.BindingResult.reject;9;SpringFramework;BindingResult reject;4;0;16;76;4.75;0;0.0;0.47;0.6;5;0.07;0.19;0.2
org.springframework.validation.BindingResult.reject;10;SpringFramework;BindingResult reject;9;0;33;120;3.64;0;0.0;0.14;0.74;2;0.02;0.07;0.09
org.springframework.web.client.RestTemplate.exchange;1;SpringFramework;RestTemplate exchange;5;1;8;41;5.12;0;0.0;0.38;0.83;5;0.12;0.3;0.3
org.springframework.web.client.RestTemplate.exchange;2;SpringFramework;RestTemplate exchange;1;1;10;49;4.9;1;0.1;0.35;1.0;5;0.1;0.35;0.35
org.springframework.web.client.RestTemplate.exchange;3;SpringFramework;RestTemplate exchange;4;1;13;74;5.69;1;0.08;0.13;0.89;6;0.08;0.33;0.33
org.springframework.web.client.RestTemplate.exchange;4;SpringFramework;RestTemplate exchange;2;1;13;44;3.38;1;0.08;0.48;1.0;4;0.09;0.31;0.32
org.springframework.web.client.RestTemplate.exchange;5;SpringFramework;RestTemplate exchange;3;1;14;42;3.0;1;0.07;0.05;0.91;4;0.1;0.31;0.31
org.springframework.web.client.RestTemplate.exchange;6;SpringFramework;RestTemplate exchange;7;0;14;55;3.93;1;0.07;0.43;1.0;5;0.09;0.33;0.32
org.springframework.web.client.RestTemplate.exchange;7;SpringFramework;RestTemplate exchange;6;0;20;71;3.55;0;0.0;0.20;1.0;5;0.07;0.27;0.26
org.springframework.web.client.RestTemplate.exchange;8;SpringFramework;RestTemplate exchange;8;0;22;100;4.55;0;0.0;0.16;0.85;3;0.03;0.11;0.12
org.springframework.web.client.RestTemplate.exchange;9;SpringFramework;RestTemplate exchange;10;0;23;87;3.78;0;0.0;0.11;0.79;3;0.03;0.16;0.15
org.springframework.web.client.RestTemplate.exchange;10;SpringFramework;RestTemplate exchange;9;0;7;40;5.71;0;0.0;0.03;0.75;2;0.05;0.16;0.16
org.springframework.web.client.RestTemplate.getForEntity;1;SpringFramework;RestTemplate getForEntity;10;1;6;26;4.33;1;0.17;0.43;1.0;5;0.19;0.51;0.52
org.springframework.web.client.RestTemplate.getForEntity;2;SpringFramework;RestTemplate getForEntity;3;1;12;64;5.33;1;0.08;0.29;0.86;5;0.08;0.28;0.27
org.springframework.web.client.RestTemplate.getForEntity;3;SpringFramework;RestTemplate getForEntity;8;1;4;17;4.25;0;0.0;0.44;0.75;2;0.12;0.28;0.28
org.springframework.web.client.RestTemplate.getForEntity;4;SpringFramework;RestTemplate getForEntity;7;1;4;20;5.0;4;1.0;0.00;1.0;2;0.1;0.2;0.2
org.springframework.web.client.RestTemplate.getForEntity;5;SpringFramework;RestTemplate getForEntity;2;1;11;48;4.36;1;0.09;0.43;1.0;5;0.1;0.31;0.32
org.springframework.web.client.RestTemplate.getForEntity;6;SpringFramework;RestTemplate getForEntity;10;0;19;55;2.89;0;0.0;0.57;1.0;2;0.04;0.12;0.11
org.springframework.web.client.RestTemplate.getForEntity;7;SpringFramework;RestTemplate getForEntity;6;0;20;77;3.85;0;0.0;0.24;0.62;2;0.03;0.1;0.1
org.springframework.web.client.RestTemplate.getForEntity;8;SpringFramework;RestTemplate getForEntity;5;0;20;77;3.85;0;0.0;0.24;0.62;2;0.03;0.1;0.1
org.springframework.web.client.RestTemplate.getForEntity;9;SpringFramework;RestTemplate getForEntity;4;0;20;74;3.7;1;0.05;0.20;0.67;3;0.04;0.16;0.16
org.springframework.web.client.RestTemplate.getForEntity;10;SpringFramework;RestTemplate getForEntity;1;0;9;40;4.44;0;0.0;0.34;0.67;6;0.15;0.45;0.48
org.springframework.web.client.RestTemplate.getForObject;1;SpringFramework;RestTemplate getForObject;9;1;7;28;4.0;1;0.14;0.78;1.0;5;0.18;0.5;0.5
org.springframework.web.client.RestTemplate.getForObject;2;SpringFramework;RestTemplate getForObject;10;1;4;16;4.0;0;0.0;0.53;0.0;2;0.12;0.23;0.23
org.springframework.web.client.RestTemplate.getForObject;3;SpringFramework;RestTemplate getForObject;7;1;4;30;7.5;1;0.25;0.39;1.0;2;0.07;0.16;0.15
org.springframework.web.client.RestTemplate.getForObject;4;SpringFramework;RestTemplate getForObject;8;1;5;28;5.6;0;0.0;0.69;0.67;0;0.0;0.0;0.0
org.springframework.web.client.RestTemplate.getForObject;5;SpringFramework;RestTemplate getForObject;3;1;9;48;5.33;1;0.11;0.45;0.75;5;0.1;0.33;0.33
org.springframework.web.client.RestTemplate.getForObject;6;SpringFramework;RestTemplate getForObject;2;0;17;79;4.65;3;0.18;0.27;0.69;6;0.08;0.34;0.34
org.springframework.web.client.RestTemplate.getForObject;7;SpringFramework;RestTemplate getForObject;6;0;19;69;3.63;0;0.0;0.43;0.67;4;0.06;0.21;0.21
org.springframework.web.client.RestTemplate.getForObject;8;SpringFramework;RestTemplate getForObject;1;0;17;78;4.59;0;0.0;0.39;0.25;12;0.15;0.46;0.45
org.springframework.web.client.RestTemplate.getForObject;9;SpringFramework;RestTemplate getForObject;4;0;10;37;3.7;0;0.0;0.40;1.0;5;0.14;0.41;0.46
org.springframework.web.client.RestTemplate.getForObject;10;SpringFramework;RestTemplate getForObject;5;0;11;27;2.45;0;0.0;0.82;1.0;5;0.19;0.54;0.55
org.springframework.web.client.RestTemplate.postForObject;1;SpringFramework;RestTemplate postForObject;9;1;6;32;5.33;0;0.0;0.26;0.75;5;0.16;0.35;0.35
org.springframework.web.client.RestTemplate.postForObject;2;SpringFramework;RestTemplate postForObject;3;1;8;37;4.62;1;0.12;0.64;0.75;5;0.14;0.43;0.43
org.springframework.web.client.RestTemplate.postForObject;3;SpringFramework;RestTemplate postForObject;2;1;13;67;5.15;1;0.08;0.52;0.71;5;0.07;0.26;0.25
org.springframework.web.client.RestTemplate.postForObject;4;SpringFramework;RestTemplate postForObject;1;1;20;84;4.2;3;0.15;0.63;0.86;5;0.06;0.25;0.24
org.springframework.web.client.RestTemplate.postForObject;5;SpringFramework;RestTemplate postForObject;4;1;6;28;4.67;0;0.0;0.65;0.67;5;0.18;0.44;0.45
org.springframework.web.client.RestTemplate.postForObject;6;SpringFramework;RestTemplate postForObject;5;0;12;71;5.92;1;0.08;0.68;0.86;4;0.06;0.2;0.19
org.springframework.web.client.RestTemplate.postForObject;7;SpringFramework;RestTemplate postForObject;10;0;14;51;3.64;1;0.07;0.29;0.33;3;0.06;0.2;0.2
org.springframework.web.client.RestTemplate.postForObject;8;SpringFramework;RestTemplate postForObject;6;0;17;82;4.82;0;0.0;0.25;0.86;2;0.02;0.08;0.08
org.springframework.web.client.RestTemplate.postForObject;9;SpringFramework;RestTemplate postForObject;7;0;11;44;4.0;0;0.0;0.59;0.86;2;0.05;0.11;0.11
org.springframework.web.client.RestTemplate.postForObject;10;SpringFramework;RestTemplate postForObject;8;0;12;60;5.0;0;0.0;0.20;0.55;5;0.08;0.27;0.28
org.springframework.web.client.RestTemplate.setMessageConverters;1;SpringFramework;RestTemplate setMessageConverters;7;1;12;50;4.17;0;0.0;0.36;0.89;6;0.12;0.41;0.49
org.springframework.web.client.RestTemplate.setMessageConverters;2;SpringFramework;RestTemplate setMessageConverters;3;1;16;55;3.44;1;0.06;0.33;0.75;6;0.11;0.41;0.51
org.springframework.web.client.RestTemplate.setMessageConverters;3;SpringFramework;RestTemplate setMessageConverters;10;1;8;33;4.12;0;0.0;0.07;1.0;5;0.15;0.37;0.49
org.springframework.web.client.RestTemplate.setMessageConverters;4;SpringFramework;RestTemplate setMessageConverters;4;1;9;26;2.89;0;0.0;0.42;0.8;10;0.38;0.68;0.89
org.springframework.web.client.RestTemplate.setMessageConverters;5;SpringFramework;RestTemplate setMessageConverters;1;1;9;28;3.11;0;0.0;0.19;1.0;8;0.29;0.6;0.79
org.springframework.web.client.RestTemplate.setMessageConverters;6;SpringFramework;RestTemplate setMessageConverters;6;0;9;27;3.0;0;0.0;0.26;1.0;7;0.26;0.56;0.8
org.springframework.web.client.RestTemplate.setMessageConverters;7;SpringFramework;RestTemplate setMessageConverters;5;0;8;25;3.12;0;0.0;0.48;0.25;8;0.32;0.64;0.93
org.springframework.web.client.RestTemplate.setMessageConverters;8;SpringFramework;RestTemplate setMessageConverters;2;0;24;125;5.21;0;0.0;0.06;1.0;7;0.06;0.24;0.28
org.springframework.web.client.RestTemplate.setMessageConverters;9;SpringFramework;RestTemplate setMessageConverters;9;0;7;30;4.29;0;0.0;0.20;1.0;3;0.1;0.29;0.32
org.springframework.web.client.RestTemplate.setMessageConverters;10;SpringFramework;RestTemplate setMessageConverters;8;0;10;38;3.8;0;0.0;0.33;1.0;5;0.13;0.4;0.48
org.springframework.web.servlet.ModelAndView.addAllObjects;1;SpringFramework;ModelAndView addAllObjects;4;1;30;113;3.77;2;0.07;0.89;0.82;9;0.08;0.32;0.22
org.springframework.web.servlet.ModelAndView.addAllObjects;2;SpringFramework;ModelAndView addAllObjects;2;1;24;106;4.42;4;0.17;0.60;0.78;10;0.09;0.34;0.34
org.springframework.web.servlet.ModelAndView.addAllObjects;3;SpringFramework;ModelAndView addAllObjects;9;1;9;31;3.44;0;0.0;0.65;1.0;7;0.23;0.52;0.48
org.springframework.web.servlet.ModelAndView.addAllObjects;4;SpringFramework;ModelAndView addAllObjects;5;1;10;48;4.8;0;0.0;0.44;0.67;8;0.17;0.49;0.48
org.springframework.web.servlet.ModelAndView.addAllObjects;5;SpringFramework;ModelAndView addAllObjects;6;1;12;43;3.58;0;0.0;0.59;0.78;8;0.19;0.53;0.53
org.springframework.web.servlet.ModelAndView.addAllObjects;6;SpringFramework;ModelAndView addAllObjects;1;0;16;59;3.69;0;0.0;0.31;0.43;10;0.17;0.47;0.53
org.springframework.web.servlet.ModelAndView.addAllObjects;7;SpringFramework;ModelAndView addAllObjects;3;0;9;42;4.67;0;0.0;0.32;0.33;9;0.21;0.51;0.52
org.springframework.web.servlet.ModelAndView.addAllObjects;8;SpringFramework;ModelAndView addAllObjects;7;0;18;69;3.83;1;0.06;0.33;0.71;6;0.09;0.28;0.3
org.springframework.web.servlet.ModelAndView.addAllObjects;9;SpringFramework;ModelAndView addAllObjects;10;0;9;42;4.67;0;0.0;0.83;1.0;3;0.07;0.21;0.21
org.springframework.web.servlet.ModelAndView.addAllObjects;10;SpringFramework;ModelAndView addAllObjects;8;0;11;42;3.82;0;0.0;0.58;0.67;4;0.1;0.29;0.29
org.springframework.web.servlet.ModelAndView.addObject;1;SpringFramework;ModelAndView addObject;7;1;6;16;2.67;0;0.0;0.80;1.0;7;0.44;0.73;0.74
org.springframework.web.servlet.ModelAndView.addObject;2;SpringFramework;ModelAndView addObject;6;1;8;28;3.5;1;0.12;0.83;1.0;4;0.14;0.4;0.37
org.springframework.web.servlet.ModelAndView.addObject;3;SpringFramework;ModelAndView addObject;9;1;4;18;4.5;0;0.0;0.88;0.5;4;0.22;0.47;0.48
org.springframework.web.servlet.ModelAndView.addObject;4;SpringFramework;ModelAndView addObject;10;1;7;18;2.57;0;0.0;0.88;1.0;3;0.17;0.36;0.35
org.springframework.web.servlet.ModelAndView.addObject;5;SpringFramework;ModelAndView addObject;2;1;20;65;3.25;0;0.0;0.78;0.5;12;0.18;0.5;0.5
org.springframework.web.servlet.ModelAndView.addObject;6;SpringFramework;ModelAndView addObject;3;0;16;80;5.0;0;0.0;0.28;1.0;4;0.05;0.16;0.16
org.springframework.web.servlet.ModelAndView.addObject;7;SpringFramework;ModelAndView addObject;1;0;18;69;3.83;0;0.0;0.57;0.83;11;0.16;0.48;0.47
org.springframework.web.servlet.ModelAndView.addObject;8;SpringFramework;ModelAndView addObject;4;0;9;35;3.89;0;0.0;0.46;0.5;6;0.17;0.43;0.45
org.springframework.web.servlet.ModelAndView.addObject;9;SpringFramework;ModelAndView addObject;5;0;16;61;3.81;0;0.0;0.74;1.0;5;0.08;0.26;0.23
org.springframework.web.servlet.ModelAndView.addObject;10;SpringFramework;ModelAndView addObject;8;0;10;37;3.7;0;0.0;0.56;0.83;8;0.22;0.51;0.51
org.springframework.web.servlet.ModelAndView.getModel;1;SpringFramework;ModelAndView getModel;5;1;17;58;3.41;0;0.0;0.46;1.0;7;0.12;0.4;0.4
org.springframework.web.servlet.ModelAndView.getModel;2;SpringFramework;ModelAndView getModel;3;1;8;35;4.38;0;0.0;0.57;0.75;7;0.2;0.6;0.59
org.springframework.web.servlet.ModelAndView.getModel;3;SpringFramework;ModelAndView getModel;6;1;10;65;6.5;0;0.0;0.39;1.0;4;0.06;0.21;0.2
org.springframework.web.servlet.ModelAndView.getModel;4;SpringFramework;ModelAndView getModel;4;1;16;53;3.31;0;0.0;0.38;0.71;6;0.11;0.37;0.36
org.springframework.web.servlet.ModelAndView.getModel;5;SpringFramework;ModelAndView getModel;10;1;20;53;2.65;0;0.0;0.26;0.67;8;0.15;0.47;0.47
org.springframework.web.servlet.ModelAndView.getModel;6;SpringFramework;ModelAndView getModel;2;0;17;74;4.35;0;0.0;0.22;1.0;5;0.07;0.25;0.25
org.springframework.web.servlet.ModelAndView.getModel;7;SpringFramework;ModelAndView getModel;1;0;18;86;4.78;0;0.0;0.08;0.5;7;0.08;0.31;0.32
org.springframework.web.servlet.ModelAndView.getModel;8;SpringFramework;ModelAndView getModel;7;0;12;58;4.83;0;0.0;0.13;0.88;4;0.07;0.21;0.21
org.springframework.web.servlet.ModelAndView.getModel;9;SpringFramework;ModelAndView getModel;8;0;21;95;4.52;0;0.0;0.17;0.8;4;0.04;0.16;0.15
org.springframework.web.servlet.ModelAndView.getModel;10;SpringFramework;ModelAndView getModel;9;0;7;35;5.0;0;0.0;0.34;0.67;3;0.09;0.27;0.27
org.springframework.web.servlet.ModelAndView.hasView;1;SpringFramework;ModelAndView hasView;5;1;8;28;3.5;0;0.0;0.29;0.67;7;0.25;0.64;0.68
org.springframework.web.servlet.ModelAndView.hasView;2;SpringFramework;ModelAndView hasView;4;1;12;37;3.08;0;0.0;0.21;0.67;7;0.19;0.54;0.59
org.springframework.web.servlet.ModelAndView.hasView;3;SpringFramework;ModelAndView hasView;2;1;13;56;4.31;1;0.08;0.30;0.71;9;0.16;0.53;0.53
org.springframework.web.servlet.ModelAndView.hasView;4;SpringFramework;ModelAndView hasView;3;1;11;38;3.45;0;0.0;0.20;0.5;8;0.21;0.57;0.63
org.springframework.web.servlet.ModelAndView.hasView;5;SpringFramework;ModelAndView hasView;7;1;29;114;3.93;6;0.21;0.61;0.62;4;0.04;0.13;0.12
org.springframework.web.servlet.ModelAndView.hasView;6;SpringFramework;ModelAndView hasView;8;0;22;87;3.95;0;0.0;0.07;0.56;3;0.03;0.14;0.14
org.springframework.web.servlet.ModelAndView.hasView;7;SpringFramework;ModelAndView hasView;1;0;10;62;6.2;2;0.2;0.26;0.71;13;0.21;0.58;0.56
org.springframework.web.servlet.ModelAndView.hasView;8;SpringFramework;ModelAndView hasView;6;0;11;54;4.91;0;0.0;0.53;0.75;4;0.07;0.27;0.27
org.springframework.web.servlet.ModelAndView.hasView;9;SpringFramework;ModelAndView hasView;9;0;21;66;3.14;0;0.0;0.32;0.57;2;0.03;0.09;0.09
org.springframework.web.servlet.ModelAndView.hasView;10;SpringFramework;ModelAndView hasView;10;0;7;22;3.14;0;0.0;0.62;0.5;2;0.09;0.2;0.21
org.springframework.web.servlet.ModelAndView.setViewName;1;SpringFramework;ModelAndView setViewName;6;1;7;21;3.0;0;0.0;0.71;1.0;8;0.38;0.68;0.69
org.springframework.web.servlet.ModelAndView.setViewName;2;SpringFramework;ModelAndView setViewName;7;1;6;18;3.0;0;0.0;0.69;1.0;7;0.39;0.67;0.67
org.springframework.web.servlet.ModelAndView.setViewName;3;SpringFramework;ModelAndView setViewName;3;1;7;31;4.43;0;0.0;0.60;0.5;4;0.13;0.4;0.4
org.springframework.web.servlet.ModelAndView.setViewName;4;SpringFramework;ModelAndView setViewName;10;1;6;18;3.0;0;0.0;0.74;1.0;4;0.22;0.47;0.46
org.springframework.web.servlet.ModelAndView.setViewName;5;SpringFramework;ModelAndView setViewName;8;1;6;14;2.33;0;0.0;0.78;1.0;7;0.5;0.73;0.73
org.springframework.web.servlet.ModelAndView.setViewName;6;SpringFramework;ModelAndView setViewName;2;0;18;77;4.28;5;0.28;0.85;0.8;4;0.05;0.22;0.2
org.springframework.web.servlet.ModelAndView.setViewName;7;SpringFramework;ModelAndView setViewName;5;0;13;55;4.23;0;0.0;0.52;1.0;3;0.05;0.17;0.17
org.springframework.web.servlet.ModelAndView.setViewName;8;SpringFramework;ModelAndView setViewName;9;0;9;37;4.11;0;0.0;0.39;0.57;7;0.19;0.55;0.57
org.springframework.web.servlet.ModelAndView.setViewName;9;SpringFramework;ModelAndView setViewName;1;0;13;45;3.46;0;0.0;0.23;0.33;7;0.16;0.46;0.52
org.springframework.web.servlet.ModelAndView.setViewName;10;SpringFramework;ModelAndView setViewName;4;0;16;60;3.75;0;0.0;0.18;0.62;4;0.07;0.22;0.24
